Dataset,Architecture,Input variables,Parameters,Mean validation RMSE,Std validation RMSE,Validation MSE representative,Validation RMSE representative,Validation MAE representative,Test MSE,Test RMSE,Test MAE,Test NASA,Test MSE IC95,Test RMSE IC95,Test MAE IC95,Test NASA IC95,Time_sec,Variant
FD001,"hidden=(8, 64, 64), activation=elu, dropout=0.05",45,5169,12.656204272220506,0.17948872124390752,159.1564483642578,12.615722268830185,8.560789108276367,232.09974670410156,15.234820205834447,11.400060653686523,420.6174621582031,"(161.94303398132325, 302.5914291381835)","(12.725683903229477, 17.39510815513228)","(9.302051734924317, 13.367480897903441)","(266.4646240234375, 603.4887313842772)",1857.71,dense
