stage,target_epochs,hidden_sizes,activation,dropout,rmse,mse,mae,parameters,best_epoch,status,feasible
1,100,"(12, 8)",silu,0.05,88.15705035528214,7771.66552734375,77.82476806640625,665,100,cache-exacta,True
1,100,"(32, 24)",silu,0.05,76.35902489944296,5830.70068359375,67.6600570678711,2289,100,cache-exacta,True
1,100,"(64, 32)",relu,0.2,50.882298501357525,2589.00830078125,42.875732421875,5057,100,cache-exacta,True
1,100,"(8, 24)",relu,0.05,85.83679326562124,7367.955078125,75.49659729003906,609,100,cache-exacta,True
1,100,"(12, 16, 16)",elu,0.2,79.73950815095519,6358.38916015625,71.23841094970703,1049,100,cache-exacta,True
1,100,"(8, 64, 48)",elu,0.2,35.05690999612719,1228.9869384765625,27.831953048706055,4113,100,cache-exacta,True
1,100,"(64,)",relu,0.2,82.87476727437158,6868.22705078125,72.95891571044922,3009,100,cache-exacta,True
1,100,"(12,)",relu,0.2,88.71739607984163,7870.7763671875,78.31122589111328,565,100,cache-exacta,True
1,100,"(4, 4)",elu,0.1,90.09419712428071,8116.96435546875,79.76345825195312,209,100,cache-exacta,True
1,100,"(48,)",silu,0.1,85.81009874644708,7363.373046875,75.49813842773438,2257,100,cache-exacta,True
1,100,"(48, 4)",relu,0.1,85.10556404401535,7242.95703125,74.57475280761719,2409,100,cache-exacta,True
1,100,"(24, 48)",elu,0.05,75.32442851592039,5673.76953125,66.9203872680664,2353,100,cache-exacta,True
1,100,"(32, 64)",relu,0.1,59.20190847258959,3504.865966796875,52.05616760253906,3649,100,cache-exacta,True
1,100,"(48,)",relu,0.05,84.35271696498577,7115.380859375,74.31761169433594,2257,100,cache-exacta,True
1,100,"(16, 32, 24)",elu,0.0,70.53746303494512,4975.53369140625,62.61225891113281,2097,100,cache-exacta,True
1,100,"(12, 24, 32)",elu,0.2,67.90733575984262,4611.40625,60.4905891418457,1697,100,cache-exacta,True
1,100,"(24,)",relu,0.0,87.25919711107105,7614.16748046875,76.99065399169922,1129,100,cache-exacta,True
1,100,"(12, 16)",elu,0.05,87.33242603248091,7626.95263671875,77.0938720703125,777,100,cache-exacta,True
1,100,"(12, 24)",relu,0.05,85.53109300771123,7315.56787109375,75.20101165771484,889,100,cache-exacta,True
1,100,"(12, 24)",elu,0.1,85.25030929196093,7267.615234375,74.98804473876953,889,100,cache-exacta,True
1,100,"(12, 48)",elu,0.1,78.23085328852038,6120.06640625,69.76058197021484,1225,100,cache-exacta,True
1,100,"(24, 32)",silu,0.1,77.96180768191083,6078.04345703125,69.0379638671875,1937,100,cache-exacta,True
1,100,"(48, 12)",elu,0.0,77.80036614731482,6052.89697265625,69.17247772216797,2809,100,cache-exacta,True
1,100,"(48,)",elu,0.05,84.85547513364267,7200.45166015625,75.04672241210938,2257,100,cache-exacta,True
1,100,"(32, 4)",silu,0.05,89.35879169026263,7984.99365234375,79.02202606201172,1609,100,cache-exacta,True
1,100,"(24,)",silu,0.2,86.4834787103511,7479.39208984375,76.55510711669922,1129,100,cache-exacta,True
1,100,"(12, 32, 32)",elu,0.1,59.91255020340062,3589.513671875,53.11563491821289,2057,100,cache-exacta,True
1,100,"(8,)",relu,0.2,89.34610546912495,7982.7265625,78.74786376953125,377,100,cache-exacta,True
1,100,"(24, 48, 64)",relu,0.05,28.35468926509886,803.9884033203125,20.957496643066406,5505,100,cache-exacta,True
1,100,"(8, 32)",elu,0.0,87.20193372909657,7604.17724609375,76.47631072998047,689,100,cache-exacta,True
1,100,"(48,)",relu,0.1,86.00752828604598,7397.294921875,75.58108520507812,2257,100,cache-exacta,True
1,100,"(16, 8)",silu,0.1,86.29193104387716,7446.29736328125,76.21017456054688,881,100,cache-exacta,True
1,100,"(32, 32)",elu,0.1,77.0820794520766,5941.64697265625,68.2894515991211,2561,100,cache-exacta,True
1,100,"(48, 16)",silu,0.1,74.47687350782121,5546.8046875,65.86967468261719,3009,100,cache-exacta,True
1,100,"(24, 48, 12)",elu,0.1,77.1513927440312,5952.33740234375,68.07698059082031,2905,100,cache-exacta,True
1,100,"(16,)",relu,0.05,89.18223311358042,7953.470703125,78.16986083984375,753,100,cache-exacta,True
1,100,"(4,)",elu,0.05,88.99710043995113,7920.48388671875,78.91006469726562,189,100,cache-exacta,True
1,100,"(12,)",silu,0.1,88.3970672811392,7814.04150390625,77.72600555419922,565,100,cache-exacta,True
2,200,"(16, 48, 32)",relu,0.2,21.321831145528694,454.6204833984375,15.787962913513184,3153,200,cache-exacta,True
2,200,"(24, 48, 64)",elu,0.1,14.680870345506172,215.5279541015625,10.832786560058594,5505,200,cache-exacta,True
2,200,"(16, 32, 64)",relu,0.1,18.371468756139574,337.5108642578125,13.47782039642334,3457,200,cache-exacta,True
2,200,"(12, 8)",relu,0.05,72.75115105940765,5292.72998046875,64.25482177734375,665,200,cache-exacta,True
2,200,"(12, 16)",elu,0.2,50.30673491814988,2530.767578125,41.611209869384766,777,200,cache-exacta,True
2,200,"(8, 64, 64)",relu,0.05,19.303450454851088,372.6231994628906,14.427249908447266,5169,200,cache-exacta,True
2,200,"(8, 64, 16)",relu,0.1,23.066145280593997,532.0470581054688,16.90475845336914,2001,200,cache-exacta,True
2,200,"(12,)",elu,0.2,84.1540828954172,7081.90966796875,74.15762329101562,565,200,cache-exacta,True
2,200,"(32, 32, 48)",relu,0.1,18.08137766492694,326.93621826171875,13.362804412841797,4161,200,cache-exacta,True
2,200,"(24, 32, 64)",elu,0.05,16.105168885912065,259.37646484375,11.875863075256348,4081,200,cache-exacta,True
2,200,"(12, 48)",elu,0.1,39.601626461035345,1568.288818359375,30.204334259033203,1225,200,cache-exacta,True
2,200,"(12, 32)",elu,0.1,45.4934774900823,2069.656494140625,35.983482360839844,1001,200,cache-exacta,True
2,200,"(24, 48, 64)",relu,0.05,16.93619816693255,286.8348083496094,12.51636791229248,5505,200,cache-exacta,True
2,200,"(64, 32, 32)",relu,0.05,17.550826893858964,308.0315246582031,12.795442581176758,6113,200,cache-exacta,True
2,200,"(24, 48, 64)",relu,0.1,17.034011029064214,290.15753173828125,12.58621597290039,5505,200,cache-exacta,True
2,200,"(64, 32, 16)",relu,0.05,18.977234704026788,360.13543701171875,13.983291625976562,5569,200,cache-exacta,True
2,200,"(48, 12)",relu,0.1,31.95376011746554,1021.0427856445312,23.785602569580078,2809,200,cache-exacta,True
2,200,"(8, 24, 24)",elu,0.0,23.876467355104587,570.085693359375,16.310888290405273,1209,200,cache-exacta,True
2,200,"(64, 32)",relu,0.05,27.6009864520274,761.814453125,20.442026138305664,5057,200,cache-exacta,True
2,200,"(12, 48)",relu,0.1,31.874569160691216,1015.9881591796875,23.62942123413086,1225,200,cache-exacta,True
2,200,"(16, 48, 24)",relu,0.05,20.020104793613484,400.8045959472656,14.569451332092285,2753,200,cache-exacta,True
2,200,"(32, 32, 64)",relu,0.1,17.320954719994777,300.0154724121094,12.686192512512207,4705,200,cache-exacta,True
2,200,"(24, 64)",elu,0.1,34.36547098037687,1180.985595703125,26.47591781616211,2769,200,cache-exacta,True
2,200,"(12, 32)",elu,0.2,43.266170940488394,1871.9615478515625,33.67781066894531,1001,200,cache-exacta,True
2,200,"(24, 64, 48)",elu,0.1,15.622420685545883,244.06002807617188,11.525687217712402,5873,200,cache-exacta,True
2,200,"(16, 32)",elu,0.2,44.002402500105035,1936.21142578125,34.23207473754883,1313,200,cache-exacta,True
2,200,"(16, 48, 64)",relu,0.05,17.557808571849254,308.2766418457031,13.003171920776367,4753,200,cache-exacta,True
2,200,"(32, 24, 16)",relu,0.2,22.486250003257197,505.6314392089844,16.488759994506836,2681,200,cache-exacta,True
2,200,"(24, 64, 64)",relu,0.05,17.304240435816503,299.4367370605469,12.800188064575195,6929,200,cache-exacta,True
2,200,"(64, 32, 32)",relu,0.0,17.35451172313521,301.1790771484375,12.647675514221191,6113,200,cache-exacta,True
2,200,"(16, 16)",elu,0.2,49.882562279129665,2488.27001953125,40.675594329833984,1025,200,cache-exacta,True
2,200,"(32, 32)",relu,0.05,29.64523306958473,878.83984375,21.9714412689209,2561,200,cache-exacta,True
2,200,"(12, 64, 16)",elu,0.1,28.20197582492559,795.3514404296875,21.181652069091797,2441,200,cache-exacta,True
2,200,"(8, 32)",elu,0.1,69.34072562692685,4808.13623046875,61.40839767456055,689,200,cache-exacta,True
2,200,"(16, 48, 16)",relu,0.1,21.742334878677646,472.7291259765625,16.11618995666504,2353,200,cache-exacta,True
2,200,"(24, 32, 64)",silu,0.05,22.415350477110966,502.44793701171875,16.077659606933594,4081,200,cache-exacta,True
2,200,"(4,)",relu,0.1,85.91816543865302,7381.93115234375,75.7575912475586,189,200,cache-exacta,True
2,200,"(48, 48, 64)",relu,0.05,15.611382738120724,243.71527099609375,11.541967391967773,7761,200,cache-exacta,True
2,200,"(16, 48, 24)",relu,0.2,21.540076939295766,463.97491455078125,15.994773864746094,2753,200,cache-exacta,True
2,200,"(16, 48, 64)",relu,0.1,18.260784150549746,333.45623779296875,13.493749618530273,4753,200,cache-exacta,True
2,200,"(24, 32)",elu,0.1,41.69026122320865,1738.077880859375,32.12895584106445,1937,200,cache-exacta,True
2,200,"(24, 32, 64)",relu,0.05,17.96135292717699,322.6101989746094,13.195234298706055,4081,200,cache-exacta,True
2,200,"(16, 64, 64)",relu,0.05,18.18601747743175,330.7312316894531,13.431153297424316,6049,200,cache-exacta,True
2,200,"(8, 64, 24)",elu,0.1,25.407626519444168,645.5474853515625,18.882362365722656,2529,200,cache-exacta,True
2,200,"(16, 32)",elu,0.05,47.82921991151173,2287.63427734375,39.744815826416016,1313,200,cache-exacta,True
2,200,"(16, 32, 24)",elu,0.2,24.451602388698372,597.880859375,18.567913055419922,2097,200,cache-exacta,True
2,200,"(32, 64, 32)",relu,0.05,16.40120458133335,268.99951171875,12.101483345031738,5697,200,cache-exacta,True
2,200,"(16, 32)",relu,0.05,31.59165964276608,998.032958984375,23.286027908325195,1313,200,cache-exacta,True
2,200,"(64, 32, 24)",relu,0.05,18.9345217336285,358.51611328125,13.832998275756836,5841,200,cache-exacta,True
2,200,"(24, 48, 16)",relu,0.2,21.802636307363656,475.3549499511719,15.97714900970459,3105,200,cache-exacta,True
3,400,"(24, 48, 64)",elu,0.1,12.746417570779323,162.47116088867188,9.392000198364258,5505,400,cache-exacta,True
3,400,"(16, 64)",relu,0.2,18.24480458341797,332.8728942871094,13.454215049743652,1889,400,cache-exacta,True
3,400,"(24, 64, 64)",relu,0.1,14.303241517065556,204.5827178955078,10.746485710144043,6929,400,cache-exacta,True
3,400,"(24, 48, 4)",elu,0.2,23.162821425437766,536.5162963867188,18.26504135131836,2505,400,cache-exacta,True
3,400,"(12, 64, 32)",relu,0.1,15.539710582262101,241.48260498046875,11.78995132446289,3497,400,cache-exacta,True
3,400,"(12, 64)",relu,0.2,19.082420271751023,364.1387634277344,13.892401695251465,1449,400,cache-exacta,True
3,400,"(24, 64)",relu,0.2,17.136719195207426,293.6671447753906,12.565366744995117,2769,400,cache-exacta,True
3,400,"(4, 48, 64)",elu,0.05,13.300278762534747,176.8974151611328,9.881315231323242,3625,400,cache-exacta,True
3,400,"(8,)",relu,0.1,75.3990328860805,5685.01416015625,66.66624450683594,377,400,cache-exacta,True
3,400,"(4, 24)",elu,0.1,35.14856686878837,1235.4217529296875,26.939044952392578,329,400,cache-exacta,True
3,400,"(8, 64)",relu,0.2,20.239753297048622,409.6476135253906,15.295173645019531,1009,400,cache-exacta,True
3,400,"(32, 48, 24)",relu,0.2,15.326029378598747,234.88717651367188,11.474578857421875,4257,400,cache-exacta,True
3,400,"(4, 64)",elu,0.2,27.388606065068373,750.1357421875,21.06403160095215,569,400,cache-exacta,True
3,400,"(24, 32, 64)",relu,0.1,14.585259591905839,212.72979736328125,10.873772621154785,4081,400,cache-exacta,True
3,400,"(4, 48)",relu,0.2,26.948611488030558,726.2276611328125,20.467281341552734,473,400,cache-exacta,True
3,400,"(4, 64)",relu,0.2,24.86223639055513,618.1307983398438,18.976831436157227,569,400,cache-exacta,True
3,400,"(48, 64, 64)",relu,0.1,13.938995417953144,194.29559326171875,10.469658851623535,9569,400,cache-exacta,True
3,400,"(16, 48, 64)",elu,0.0,12.842289231293435,164.9243927001953,9.128096580505371,4753,400,cache-exacta,True
3,400,"(24, 48, 64)",relu,0.1,14.300040206319133,204.49114990234375,10.738286018371582,5505,400,cache-exacta,True
3,400,"(24, 64, 12)",relu,0.2,15.8968000538827,252.708251953125,11.934764862060547,3497,400,cache-exacta,True
3,400,"(24, 48)",elu,0.2,19.977132312463855,399.0858154296875,15.132868766784668,2353,400,cache-exacta,True
3,400,"(24, 64, 64)",elu,0.2,13.169779799813888,173.44309997558594,9.97059154510498,6929,400,cache-exacta,True
3,400,"(64, 48, 32)",relu,0.05,13.496031001120409,182.14285278320312,10.133166313171387,7665,400,cache-exacta,True
3,400,"(4, 64, 64)",elu,0.05,13.018701453079492,169.48658752441406,9.70641040802002,4729,400,cache-exacta,True
3,400,"(12, 64, 4)",relu,0.2,29.1773248290464,851.3162841796875,23.151424407958984,1649,400,cache-exacta,True
4,700,"(24, 48, 64)",elu,0.1,12.656272304185594,160.1812286376953,9.24508285522461,5505,550,cache-exacta,True
4,700,"(24, 64, 64)",elu,0.2,12.965702884685632,168.1094512939453,9.688142776489258,6929,650,cache-exacta,True
4,700,"(24, 64, 64)",relu,0.1,13.725221258996099,188.38169860839844,10.235588073730469,6929,700,cache-exacta,True
4,700,"(4, 64, 32)",elu,0.05,13.45020690531928,180.90806579589844,10.058564186096191,2617,675,cache-exacta,True
4,700,"(24, 64)",relu,0.2,14.347676988311992,205.8558349609375,10.62132453918457,2769,700,cache-exacta,True
4,700,"(4, 64, 64)",elu,0.1,13.165028594928058,173.31797790527344,9.783974647521973,4729,700,cache-exacta,True
4,700,"(4, 32, 64)",elu,0.1,13.143141062258362,172.74215698242188,9.865150451660156,2521,675,cache-exacta,True
4,700,"(12, 64)",relu,0.2,16.20805603156238,262.7010803222656,12.167661666870117,1449,700,cache-exacta,True
4,700,"(12, 64, 64)",relu,0.1,14.52437253243449,210.9573974609375,10.990255355834961,5609,600,cache-exacta,True
4,700,"(4, 32, 64)",elu,0.2,13.512045113867098,182.5753631591797,10.599413871765137,2521,675,cache-exacta,True
4,700,"(4, 64, 64)",elu,0.2,13.392674257028833,179.3637237548828,10.302390098571777,4729,675,cache-exacta,True
4,700,"(24, 64, 64)",elu,0.05,12.678896838795879,160.75442504882812,9.107696533203125,6929,600,cache-exacta,True
5,1000,"(24, 48, 64)",elu,0.1,12.656272304185594,160.1812286376953,9.24508285522461,5505,550,cache-exacta,True
5,1000,"(4, 64, 64)",elu,0.1,13.104374837914937,171.72463989257812,9.667243003845215,4729,950,cache-exacta,True
5,1000,"(12, 64)",relu,0.2,15.928202231977513,253.70762634277344,12.258445739746094,1449,925,cache-exacta,True
5,1000,"(32, 64)",elu,0.2,13.161601448362843,173.22775268554688,9.801204681396484,3649,1000,cache-exacta,True
5,1000,"(4, 64, 64)",elu,0.05,12.82626095051489,164.51296997070312,9.144368171691895,4729,1000,cache-exacta,True
5,1000,"(16, 64, 64)",elu,0.1,12.837489920577834,164.8011474609375,9.277420997619629,6049,950,cache-exacta,True
6,1500,"(24, 48, 64)",elu,0.1,12.656272304185594,160.1812286376953,9.24508285522461,5505,550,cache-exacta,True
6,1500,"(12, 64)",relu,0.2,15.928202231977513,253.70762634277344,12.258445739746094,1449,925,cache-exacta,True
6,1500,"(48, 64)",elu,0.2,12.800322910050452,163.8482666015625,9.267833709716797,5409,1375,cache-exacta,True
6,1500,"(8, 64, 64)",elu,0.05,12.739086192368806,162.28431701660156,8.801881790161133,5169,1500,cache-exacta,True
