Dataset,Architecture,Input variables,Parameters,Mean validation RMSE,Std validation RMSE,Validation MSE representative,Validation RMSE representative,Validation MAE representative,Test MSE,Test RMSE,Test MAE,Test NASA,Time_sec
FD001,"hidden=(8, 64, 64), activation=elu, dropout=0.05",45,5169,12.656204272220506,0.17948872124390752,159.1564483642578,12.615722268830185,8.560789108276367,232.09974670410156,15.234820205834447,11.400060653686523,420.6174621582031,1568.39
