rank,architecture,prepruning_validation_mse,prepruning_validation_mae,validation_mse,validation_mae,selection_score,reference_train_time_sec,pruning_solve_time_sec,tuning_time_sec,total_candidate_time_sec,num_parameters,nonzero_parameters,density,pruning_method,active_total_arcs,keep_ratio,best_learning_rate,best_batch_size,best_weight_decay
1,"relu:[98, 21, 89]",7969.2236328125,78.04419708251953,7946.3564453125,77.90046691894531,7948.5891453125,0.045453300001099706,0.0,0.10847520001698285,0.15392850001808256,42445,21327,0.5024620096595594,magnitude_multilayer,21118,0.5,0.001,128,0.0
