rank,architecture,prepruning_validation_mse,prepruning_validation_mae,validation_mse,validation_mae,selection_score,reference_train_time_sec,pruning_solve_time_sec,tuning_time_sec,total_candidate_time_sec,num_parameters,nonzero_parameters,density,pruning_method,active_total_arcs,keep_ratio,best_learning_rate,best_batch_size,best_weight_decay
1,"relu:[98, 21, 89]",8935.865234375,84.40110778808594,8911.6240234375,84.2723159790039,8913.4157234375,0.04580640001222491,0.0,0.08148549997713417,0.12729189998935908,33625,16917,0.5031078066914498,magnitude_multilayer,16708,0.5,0.001,128,0.0
