rank,architecture,prepruning_validation_mse,prepruning_validation_mae,validation_mse,validation_mae,selection_score,reference_train_time_sec,pruning_solve_time_sec,tuning_time_sec,total_candidate_time_sec,num_parameters,nonzero_parameters,density,pruning_method,active_total_arcs,keep_ratio,best_learning_rate,best_batch_size,best_weight_decay
1,"relu:[98, 21, 89]",9373.5576171875,87.74874877929688,9338.3759765625,87.54679870605469,9340.6086765625,0.05234689998906106,0.0,0.1255146999610588,0.17786159995011985,42445,21327,0.5024620096595594,magnitude_multilayer,21118,0.5,0.001,128,0.0
