rank,architecture,prepruning_validation_mse,prepruning_validation_mae,validation_mse,validation_mae,selection_score,reference_train_time_sec,pruning_solve_time_sec,tuning_time_sec,total_candidate_time_sec,num_parameters,nonzero_parameters,density,pruning_method,active_total_arcs,keep_ratio,best_learning_rate,best_batch_size,best_weight_decay
1,relu:[49],7163.34521484375,74.25349426269531,7134.5693359375,74.15508270263672,7135.4117359375,0.022216100012883544,1.7014667000621557,0.05462810001336038,1.7783109000883996,14799,7424,0.50165551726468,magnitude_fallback,7374,0.4999660993965693,0.001,128,0.0
