rank,architecture,epoch,train_loss,val_mse
1,"relu:[94, 99]",36,184.1784736250089,277.7251892089844
1,"relu:[94, 99]",37,182.6690590218322,279.9396667480469
1,"relu:[94, 99]",38,180.3817778983617,264.6856689453125
1,"relu:[94, 99]",39,179.56805865840826,267.7519226074219
1,"relu:[94, 99]",40,178.41355993540864,258.7428894042969
1,"relu:[94, 99]",41,175.0920105677217,266.4570007324219
1,"relu:[94, 99]",42,173.380167712904,258.4237060546875
1,"relu:[94, 99]",43,174.45459106305964,275.08502197265625
1,"relu:[94, 99]",44,173.354505774093,263.78448486328125
1,"relu:[94, 99]",45,170.19546606333833,265.7496032714844
1,"relu:[94, 99]",46,166.09046685205746,264.97216796875
1,"relu:[94, 99]",47,164.73855019486658,265.7607116699219
1,"relu:[94, 99]",48,165.98560706012324,282.4115295410156
1,"relu:[94, 99]",49,166.65467095919396,277.1495056152344
1,"relu:[94, 99]",50,165.92086945276827,250.04698181152344
1,"relu:[94, 99]",51,159.77218774246842,275.3508605957031
1,"relu:[94, 99]",52,160.82655076675763,253.7512969970703
1,"relu:[94, 99]",53,159.79649903458548,256.1114196777344
1,"relu:[94, 99]",54,156.018111834243,274.166015625
1,"relu:[94, 99]",55,158.58864039590915,250.89242553710938
1,"relu:[94, 99]",56,154.98389243208655,251.7528533935547
1,"relu:[94, 99]",57,153.13277393497833,252.42747497558594
1,"relu:[94, 99]",58,153.59218614830817,249.01962280273438
1,"relu:[94, 99]",59,151.30153241440587,254.8101806640625
1,"relu:[94, 99]",60,152.49854038186268,251.81204223632812
1,"relu:[94, 99]",61,149.34028876317691,262.410888671875
1,"relu:[94, 99]",62,152.05698816308148,249.55795288085938
1,"relu:[94, 99]",63,151.184239984103,251.72418212890625
1,"relu:[94, 99]",64,149.9746439337186,264.5996398925781
1,"relu:[94, 99]",65,150.57586412124982,268.3271179199219
1,"relu:[94, 99]",66,146.16565282812945,253.03689575195312
2,"relu:[98, 99]",1,624.3588610784104,644.923095703125
2,"relu:[98, 99]",2,583.5078550016499,605.8540649414062
2,"relu:[98, 99]",3,545.8967644678403,578.1531372070312
2,"relu:[98, 99]",4,515.7587592416702,536.6807250976562
2,"relu:[98, 99]",5,490.7123014545876,523.6666870117188
2,"relu:[98, 99]",6,469.825031855335,502.0604553222656
2,"relu:[98, 99]",7,447.33024339371076,459.6357116699219
2,"relu:[98, 99]",8,420.7620816165454,451.45318603515625
2,"relu:[98, 99]",9,398.53617559284925,434.339111328125
2,"relu:[98, 99]",10,377.0839774075164,412.3767395019531
2,"relu:[98, 99]",11,358.3825565146529,391.85809326171875
2,"relu:[98, 99]",12,340.51065788094854,366.0364685058594
2,"relu:[98, 99]",13,322.23542207343394,381.502685546875
2,"relu:[98, 99]",14,312.5538675665311,359.51715087890625
2,"relu:[98, 99]",15,295.3112365862006,340.560546875
2,"relu:[98, 99]",16,279.58800907222104,353.908935546875
2,"relu:[98, 99]",17,268.56503658207583,334.3851623535156
2,"relu:[98, 99]",18,258.1167694509846,313.52484130859375
2,"relu:[98, 99]",19,248.81410175480255,327.6962585449219
2,"relu:[98, 99]",20,240.77969262806792,338.2323913574219
2,"relu:[98, 99]",21,234.85983548099048,298.138671875
2,"relu:[98, 99]",22,226.0556328481735,288.29730224609375
2,"relu:[98, 99]",23,222.44402476968287,289.1776428222656
2,"relu:[98, 99]",24,217.64921012425532,282.4928894042969
2,"relu:[98, 99]",25,211.20650987320295,287.091796875
2,"relu:[98, 99]",26,208.08956944017106,288.0573425292969
2,"relu:[98, 99]",27,203.62905256715538,279.9689025878906
2,"relu:[98, 99]",28,200.97175904713808,296.59869384765625
2,"relu:[98, 99]",29,197.60675989438408,291.7348937988281
2,"relu:[98, 99]",30,194.42688524777486,269.5147399902344
2,"relu:[98, 99]",31,193.21753793655466,280.921630859375
2,"relu:[98, 99]",32,188.99476407543165,272.0386657714844
2,"relu:[98, 99]",33,188.24733110541078,271.6035461425781
2,"relu:[98, 99]",34,183.5609889618338,290.99920654296875
2,"relu:[98, 99]",35,183.03965006789116,278.5238342285156
2,"relu:[98, 99]",36,180.5868234155385,278.75244140625
2,"relu:[98, 99]",37,178.71407802355344,278.0168762207031
2,"relu:[98, 99]",38,176.98419976778771,265.96392822265625
2,"relu:[98, 99]",39,175.7597720350849,269.0347595214844
2,"relu:[98, 99]",40,173.0943327603275,270.566650390625
2,"relu:[98, 99]",41,177.19474067862174,269.0394592285156
2,"relu:[98, 99]",42,170.1525876816005,275.6893310546875
2,"relu:[98, 99]",43,168.11178992981235,276.085693359375
2,"relu:[98, 99]",44,168.62522700061538,274.6717224121094
2,"relu:[98, 99]",45,164.669211958097,287.3990478515625
2,"relu:[98, 99]",46,165.7545548530474,265.3054504394531
2,"relu:[98, 99]",47,164.3020993585456,262.7369079589844
2,"relu:[98, 99]",48,162.19551866783942,291.5045166015625
2,"relu:[98, 99]",49,161.91497015408729,268.88836669921875
2,"relu:[98, 99]",50,160.18789770396333,260.4320983886719
2,"relu:[98, 99]",51,157.9311736642498,259.19708251953125
2,"relu:[98, 99]",52,158.79136546235105,257.38702392578125
2,"relu:[98, 99]",53,156.32109581934262,260.3104248046875
2,"relu:[98, 99]",54,153.86471905991368,274.2834777832031
2,"relu:[98, 99]",55,155.30943423754547,266.0661315917969
2,"relu:[98, 99]",56,151.71212545595213,259.4530334472656
2,"relu:[98, 99]",57,150.827450756613,268.93975830078125
2,"relu:[98, 99]",58,150.62682575939996,273.68963623046875
2,"relu:[98, 99]",59,147.19714449529778,263.0113830566406
2,"relu:[98, 99]",60,147.369457784853,262.2581481933594
3,"relu:[96, 97]",1,672.0676445111836,693.4566650390625
3,"relu:[96, 97]",2,624.8072309102098,677.201904296875
3,"relu:[96, 97]",3,605.4870471693065,655.4698486328125
3,"relu:[96, 97]",4,587.1385422798053,630.7992553710938
3,"relu:[96, 97]",5,573.2000923330926,618.9932861328125
3,"relu:[96, 97]",6,558.5660815652647,602.8728637695312
3,"relu:[96, 97]",7,544.2801505310895,591.2925415039062
3,"relu:[96, 97]",8,531.4665920309825,576.3389892578125
3,"relu:[96, 97]",9,520.3390165703481,564.9100952148438
3,"relu:[96, 97]",10,508.9985560587008,548.3451538085938
3,"relu:[96, 97]",11,497.3241244102722,536.8986206054688
3,"relu:[96, 97]",12,486.9454748423677,521.51611328125
3,"relu:[96, 97]",13,475.7697054370897,514.9822387695312
3,"relu:[96, 97]",14,463.5055391494542,509.2753601074219
3,"relu:[96, 97]",15,453.1239345324094,492.5960998535156
3,"relu:[96, 97]",16,441.9790009799069,485.10137939453125
3,"relu:[96, 97]",17,432.31582042397974,465.743408203125
3,"relu:[96, 97]",18,420.7512101125499,468.1963806152344
3,"relu:[96, 97]",19,411.0995094612853,457.0116271972656
3,"relu:[96, 97]",20,399.32810995023544,439.80609130859375
3,"relu:[96, 97]",21,389.45747535740406,433.3004455566406
3,"relu:[96, 97]",22,379.5139285570955,419.51104736328125
3,"relu:[96, 97]",23,367.8441819839826,416.44091796875
3,"relu:[96, 97]",24,356.34345583284284,402.6030578613281
3,"relu:[96, 97]",25,345.7730540097032,395.1246337890625
3,"relu:[96, 97]",26,337.33119445522084,385.25341796875
3,"relu:[96, 97]",27,326.2023237393871,377.1350402832031
3,"relu:[96, 97]",28,316.9108314688347,370.65277099609375
3,"relu:[96, 97]",29,308.49615854759736,361.5540466308594
3,"relu:[96, 97]",30,300.13005908983484,358.9481201171875
3,"relu:[96, 97]",31,292.15433484778555,351.6424560546875
3,"relu:[96, 97]",32,285.08631039972175,349.9134521484375
3,"relu:[96, 97]",33,277.7578017700753,342.48077392578125
3,"relu:[96, 97]",34,271.47214609085154,339.5683288574219
3,"relu:[96, 97]",35,265.31177559073114,326.5488586425781
3,"relu:[96, 97]",36,260.32250349488976,324.2914733886719
3,"relu:[96, 97]",37,254.36867505774651,319.367919921875
3,"relu:[96, 97]",38,250.75213232867793,334.21563720703125
3,"relu:[96, 97]",39,245.12477383548267,312.7231750488281
3,"relu:[96, 97]",40,241.2137924960759,322.32196044921875
3,"relu:[96, 97]",41,236.15706756452448,304.2387390136719
3,"relu:[96, 97]",42,233.50391335683327,317.57489013671875
3,"relu:[96, 97]",43,229.26069508731092,309.0245361328125
3,"relu:[96, 97]",44,226.25626655474102,299.0942077636719
3,"relu:[96, 97]",45,224.19467852866813,304.8494873046875
3,"relu:[96, 97]",46,221.03633166448165,306.93353271484375
3,"relu:[96, 97]",47,219.00046919034497,290.4995422363281
3,"relu:[96, 97]",48,214.60080903632456,299.6263427734375
3,"relu:[96, 97]",49,213.61847711153771,293.97430419921875
3,"relu:[96, 97]",50,211.02216356530036,294.6099853515625
3,"relu:[96, 97]",51,209.04793517230308,302.6385803222656
3,"relu:[96, 97]",52,206.14801777878853,285.8447265625
3,"relu:[96, 97]",53,204.0997599423204,306.9540100097656
3,"relu:[96, 97]",54,202.69605411895333,291.7515563964844
3,"relu:[96, 97]",55,199.52010477841173,291.0792541503906
3,"relu:[96, 97]",56,198.5253782228792,279.37860107421875
3,"relu:[96, 97]",57,199.33546559233645,302.3106689453125
3,"relu:[96, 97]",58,196.27034268313892,282.92431640625
3,"relu:[96, 97]",59,194.29267458284284,287.85211181640625
3,"relu:[96, 97]",60,192.67184643331728,288.2038879394531
3,"relu:[96, 97]",61,190.49202334608663,284.6411437988281
3,"relu:[96, 97]",62,189.18296751257492,277.9632873535156
3,"relu:[96, 97]",63,188.50379393416452,286.8780517578125
3,"relu:[96, 97]",64,187.09490695065014,285.9034423828125
3,"relu:[96, 97]",65,185.45608896751926,274.92169189453125
3,"relu:[96, 97]",66,184.89392333705675,292.5054931640625
3,"relu:[96, 97]",67,182.94390973652878,276.4006652832031
3,"relu:[96, 97]",68,182.56267592896066,278.0930480957031
3,"relu:[96, 97]",69,180.80332312736337,283.9787902832031
3,"relu:[96, 97]",70,179.82759345067691,276.3023681640625
3,"relu:[96, 97]",71,178.82785528871023,292.3688659667969
3,"relu:[96, 97]",72,178.88844208739118,272.9986877441406
3,"relu:[96, 97]",73,176.64695837290864,282.29669189453125
3,"relu:[96, 97]",74,175.80829944349315,277.9816589355469
3,"relu:[96, 97]",75,175.2548682504593,276.8301696777344
3,"relu:[96, 97]",76,174.17354183109927,269.98480224609375
3,"relu:[96, 97]",77,173.7051149829882,288.79827880859375
3,"relu:[96, 97]",78,173.26647865608948,276.63250732421875
3,"relu:[96, 97]",79,171.36950056520226,283.31341552734375
3,"relu:[96, 97]",80,171.60171508789062,275.44366455078125
3,"relu:[96, 97]",81,169.24129928519193,277.7118835449219
3,"relu:[96, 97]",82,170.07116608641462,270.5896911621094
3,"relu:[96, 97]",83,168.69615173339844,282.7079162597656
3,"relu:[96, 97]",84,168.50452210587454,273.4543762207031
