rank,architecture,epoch,train_loss,val_mse
2,"relu:[91, 100]",5,850.4310075007977,1125.6739501953125
2,"relu:[91, 100]",6,837.8153136814882,1116.288330078125
2,"relu:[91, 100]",7,826.9696621380579,1101.0986328125
2,"relu:[91, 100]",8,814.4395618062327,1098.6876220703125
2,"relu:[91, 100]",9,803.9873640700292,1082.5672607421875
2,"relu:[91, 100]",10,793.0373460087769,1075.159423828125
2,"relu:[91, 100]",11,781.7525895824668,1066.3929443359375
2,"relu:[91, 100]",12,774.4515376377675,1064.461669921875
2,"relu:[91, 100]",13,765.8692012680075,1056.7049560546875
2,"relu:[91, 100]",14,752.8127522041842,1046.9058837890625
2,"relu:[91, 100]",15,743.1032962457692,1034.4708251953125
2,"relu:[91, 100]",16,734.5176692155591,1024.68212890625
2,"relu:[91, 100]",17,724.8286910667612,1024.2545166015625
2,"relu:[91, 100]",18,716.2014323738312,1013.349365234375
2,"relu:[91, 100]",19,708.5404138446894,1009.2989501953125
2,"relu:[91, 100]",20,700.8334230280294,1004.4827880859375
2,"relu:[91, 100]",21,693.5817498132251,999.0985107421875
2,"relu:[91, 100]",22,685.1046806149878,990.3372802734375
2,"relu:[91, 100]",23,677.4317105675357,984.8186645507812
2,"relu:[91, 100]",24,669.6592249106573,972.4937744140625
2,"relu:[91, 100]",25,660.2257231895724,966.5762939453125
2,"relu:[91, 100]",26,654.278869572885,965.56298828125
2,"relu:[91, 100]",27,646.307063151303,955.5256958007812
2,"relu:[91, 100]",28,639.5164616634235,944.2140502929688
2,"relu:[91, 100]",29,633.5882339757645,945.6650390625
2,"relu:[91, 100]",30,625.0559155419093,935.0516967773438
2,"relu:[91, 100]",31,620.866981733934,941.9478149414062
2,"relu:[91, 100]",32,612.339598629003,923.7903442382812
2,"relu:[91, 100]",33,604.6609235731163,917.5509033203125
2,"relu:[91, 100]",34,598.3936782983969,915.7112426757812
2,"relu:[91, 100]",35,593.2095165629079,908.0590209960938
2,"relu:[91, 100]",36,587.035958628416,906.2677001953125
2,"relu:[91, 100]",37,580.3193829393322,900.18603515625
2,"relu:[91, 100]",38,574.650223457578,895.6495361328125
2,"relu:[91, 100]",39,569.9832360598953,892.1467895507812
2,"relu:[91, 100]",40,564.0692804484479,885.60400390625
2,"relu:[91, 100]",41,561.1958283997283,882.6524047851562
2,"relu:[91, 100]",42,553.2114235403999,883.5415649414062
2,"relu:[91, 100]",43,549.0399774111099,875.9308471679688
2,"relu:[91, 100]",44,547.0152086360348,871.2830200195312
2,"relu:[91, 100]",45,537.9057672648541,866.7794799804688
2,"relu:[91, 100]",46,533.8302585414485,862.3551025390625
2,"relu:[91, 100]",47,530.9311122465374,854.560302734375
2,"relu:[91, 100]",48,523.169152955278,859.9818115234375
2,"relu:[91, 100]",49,519.4510221722039,857.3828735351562
2,"relu:[91, 100]",50,514.4219108395972,855.7859497070312
2,"relu:[91, 100]",51,509.6755838170955,851.954833984375
2,"relu:[91, 100]",52,505.32944962955384,848.4139404296875
2,"relu:[91, 100]",53,501.4709431340575,845.2741088867188
2,"relu:[91, 100]",54,496.7636308674421,845.7556762695312
2,"relu:[91, 100]",55,496.0970361227287,843.5980834960938
2,"relu:[91, 100]",56,492.9462343857561,833.2940063476562
2,"relu:[91, 100]",57,488.7940034205457,834.6459350585938
2,"relu:[91, 100]",58,483.6906890939167,835.649169921875
2,"relu:[91, 100]",59,479.3703567273795,830.6354370117188
2,"relu:[91, 100]",60,475.4258545398056,832.1469116210938
2,"relu:[91, 100]",61,472.4462785024936,826.1484375
2,"relu:[91, 100]",62,470.91682527217364,822.0570068359375
2,"relu:[91, 100]",63,468.15475795793117,824.6494140625
2,"relu:[91, 100]",64,461.48230303991494,824.4693603515625
2,"relu:[91, 100]",65,459.84345695282025,819.2153930664062
2,"relu:[91, 100]",66,455.00374074220764,819.3807983398438
2,"relu:[91, 100]",67,451.04057380637755,815.8317260742188
2,"relu:[91, 100]",68,447.0808469466848,814.9384765625
2,"relu:[91, 100]",69,444.6918267035167,812.2153930664062
2,"relu:[91, 100]",70,442.3577458809253,816.1103515625
2,"relu:[91, 100]",71,437.4771607509716,818.3140869140625
2,"relu:[91, 100]",72,436.3816645964946,820.5680541992188
2,"relu:[91, 100]",73,434.5956182107842,812.11328125
2,"relu:[91, 100]",74,432.3296860602538,810.3128051757812
2,"relu:[91, 100]",75,428.27385984423404,813.07666015625
2,"relu:[91, 100]",76,424.4271356198371,813.757568359375
2,"relu:[91, 100]",77,423.4864406436887,807.1895141601562
2,"relu:[91, 100]",78,423.1437635627456,811.6173095703125
2,"relu:[91, 100]",79,419.41576127450145,809.4134521484375
2,"relu:[91, 100]",80,413.9543278743609,802.1806030273438
2,"relu:[91, 100]",81,411.20224710493363,801.673828125
2,"relu:[91, 100]",82,408.2817051866942,805.4293212890625
2,"relu:[91, 100]",83,407.7237590563959,805.1902465820312
2,"relu:[91, 100]",84,405.9118342966375,802.625244140625
2,"relu:[91, 100]",85,401.4974513550645,803.3657836914062
2,"relu:[91, 100]",86,397.5085860344728,807.6233520507812
2,"relu:[91, 100]",87,394.89321476453597,801.8543090820312
2,"relu:[91, 100]",88,393.44584810520433,809.00537109375
2,"relu:[91, 100]",89,390.20708098286826,806.52490234375
3,"relu:[100, 98]",1,934.8205752116708,1125.261962890625
3,"relu:[100, 98]",2,869.7760857507251,1108.2889404296875
3,"relu:[100, 98]",3,853.7889450514409,1101.21875
3,"relu:[100, 98]",4,840.7462448533274,1095.7156982421875
3,"relu:[100, 98]",5,829.3248490171183,1083.6512451171875
3,"relu:[100, 98]",6,817.0067117523852,1068.672119140625
3,"relu:[100, 98]",7,803.1495597457711,1060.4189453125
3,"relu:[100, 98]",8,793.3987798738939,1062.4671630859375
3,"relu:[100, 98]",9,783.3932402682118,1041.21337890625
3,"relu:[100, 98]",10,768.7143348249178,1038.03076171875
3,"relu:[100, 98]",11,758.637774876686,1029.751953125
3,"relu:[100, 98]",12,748.4639026209431,1015.4757080078125
3,"relu:[100, 98]",13,738.2967565850744,1009.7647094726562
3,"relu:[100, 98]",14,728.2805381799411,1006.607177734375
3,"relu:[100, 98]",15,719.9254787912496,993.593994140625
3,"relu:[100, 98]",16,714.8434763921954,991.2149658203125
3,"relu:[100, 98]",17,701.0273213765116,978.8916625976562
3,"relu:[100, 98]",18,691.5047633191651,978.0664672851562
3,"relu:[100, 98]",19,682.6553181424607,966.0895385742188
3,"relu:[100, 98]",20,674.649619380396,959.2881469726562
3,"relu:[100, 98]",21,668.1014164806014,956.7855834960938
3,"relu:[100, 98]",22,663.5428022688384,945.8778686523438
3,"relu:[100, 98]",23,651.5109513708625,942.1114501953125
3,"relu:[100, 98]",24,643.2050680411743,938.0123291015625
3,"relu:[100, 98]",25,636.11024792318,927.79248046875
3,"relu:[100, 98]",26,628.2170406234762,928.3429565429688
3,"relu:[100, 98]",27,626.7225998646078,929.1605834960938
3,"relu:[100, 98]",28,615.0896582916386,913.9431762695312
3,"relu:[100, 98]",29,609.8231569371567,909.523681640625
3,"relu:[100, 98]",30,600.0193399444202,903.6961059570312
3,"relu:[100, 98]",31,593.6527151989247,902.4776611328125
3,"relu:[100, 98]",32,589.758296313555,899.3619384765625
3,"relu:[100, 98]",33,582.0977693429065,889.7037963867188
3,"relu:[100, 98]",34,576.4772128087219,884.4331665039062
3,"relu:[100, 98]",35,569.2101192535639,883.4880981445312
3,"relu:[100, 98]",36,563.6816849798279,883.9024047851562
3,"relu:[100, 98]",37,557.7428283831459,872.3515625
3,"relu:[100, 98]",38,553.9531974074708,876.5863037109375
3,"relu:[100, 98]",39,548.7165054524366,871.1536254882812
3,"relu:[100, 98]",40,546.6499638690922,864.2867431640625
3,"relu:[100, 98]",41,536.8221240032699,859.7796630859375
3,"relu:[100, 98]",42,531.3139126179359,859.5946655273438
3,"relu:[100, 98]",43,528.2275979828539,849.6871337890625
3,"relu:[100, 98]",44,522.7041202175776,851.5404663085938
3,"relu:[100, 98]",45,517.3398411730224,853.5714721679688
3,"relu:[100, 98]",46,519.5602122740551,843.375
3,"relu:[100, 98]",47,511.29441054100397,837.4955444335938
3,"relu:[100, 98]",48,505.07911542776037,840.0421752929688
3,"relu:[100, 98]",49,502.2379415826329,838.0455932617188
3,"relu:[100, 98]",50,495.1138827922203,839.7952270507812
3,"relu:[100, 98]",51,493.37303177727205,833.6492919921875
3,"relu:[100, 98]",52,487.4366080190896,831.7970581054688
3,"relu:[100, 98]",53,485.7933107037345,829.6921997070312
3,"relu:[100, 98]",54,481.9603076180278,831.855712890625
3,"relu:[100, 98]",55,476.4223647588106,825.2506713867188
3,"relu:[100, 98]",56,471.94660783744064,824.6239013671875
3,"relu:[100, 98]",57,468.51300512404003,826.9656372070312
3,"relu:[100, 98]",58,463.5890145233981,825.7313842773438
3,"relu:[100, 98]",59,462.00448755454227,820.1995239257812
3,"relu:[100, 98]",60,459.0404598591469,814.891357421875
3,"relu:[100, 98]",61,454.23573441174995,814.6583251953125
3,"relu:[100, 98]",62,453.2156520806742,809.979736328125
3,"relu:[100, 98]",63,448.33927348164474,807.1217651367188
3,"relu:[100, 98]",64,444.6698411203623,813.6976928710938
3,"relu:[100, 98]",65,441.0041096351627,814.0115356445312
3,"relu:[100, 98]",66,437.50599022314276,811.6483764648438
3,"relu:[100, 98]",67,432.3418407396419,810.9028930664062
3,"relu:[100, 98]",68,431.08153100821227,807.69287109375
3,"relu:[100, 98]",69,429.7582817340236,809.1751098632812
3,"relu:[100, 98]",70,423.3432268455194,810.469482421875
3,"relu:[100, 98]",71,419.43295484160325,805.931640625
3,"relu:[100, 98]",72,417.83207288779704,804.9169311523438
3,"relu:[100, 98]",73,411.25699477176045,806.3596801757812
3,"relu:[100, 98]",74,408.7769182405651,805.1739501953125
3,"relu:[100, 98]",75,405.4690823881054,803.8729858398438
3,"relu:[100, 98]",76,402.35771489416913,806.2418823242188
3,"relu:[100, 98]",77,401.27623979516835,808.3790283203125
3,"relu:[100, 98]",78,397.9838867467606,804.9486083984375
3,"relu:[100, 98]",79,394.9398629764944,807.572509765625
3,"relu:[100, 98]",80,390.24066988422874,807.1566772460938
3,"relu:[100, 98]",81,387.78189214362413,813.5548095703125
3,"relu:[100, 98]",82,387.6825502841174,811.974365234375
3,"relu:[100, 98]",83,380.0659458673345,804.9769897460938
